,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.ssl,timings.wait,timings.dns,timings.send,timings.receive,timings.blocked,timings.connect,serverIPAddress,comment,time,response._error,request.queryString.name
120,,2019-10-08T18:14:16.437+03:00,GET,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQsltvwAtFBgkN_-iv09KFcRql0oobNcktRTko_buHKv_NQKjFcNyoQ8RSqoXo&usqp=CAI,HTTP/1.1,1421,0,,200,OK,HTTP/1.1,0,image/jpeg,,,463,17003,,,-1,87,-1,0,23,-1,-1,172.217.16.142,,112,,value
121,,2019-10-08T18:14:16.451+03:00,GET,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTY7lDsciqwXHZtHJZVTqiG9egwoXWHAeezz2yDPF67ZeOnT2TV&usqp=CAI,HTTP/1.1,1410,0,,200,OK,HTTP/1.1,0,image/jpeg,,,462,28020,,,-1,95,-1,0,57,-1,-1,172.217.16.142,,154,,value
122,,2019-10-08T18:14:16.452+03:00,GET,https://www.gstatic.com/mysidia/53a5546135f50d091f00adac36cc3ab9.js,HTTP/1.1,1242,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,2332,,,189,94,0,0,0,0,213,172.217.22.35,,308,,
123,,2019-10-08T18:14:16.464+03:00,GET,https://pagead2.googlesyndication.com/pagead/s/cookie_push.html,HTTP/1.1,1475,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,842,652,,,-1,87,-1,0,0,-1,-1,216.58.205.226,,88,,
124,,2019-10-08T18:14:16.593+03:00,GET,https://googleads.g.doubleclick.net/pagead/adview?ai=Cui1c1KucXeKEBoPl3wPEzofIC9HAkt9YxtOLnJAKv-EeEAEg-szjFGD5uvSDnBCgAfKdhuACyAEJqQKswAVWMyGTPqgDAcgDwwSqBMYBT9BkA5ewKqQNIuSZ4VmYZyETZrn1TSdTTj31VPAopTMitZGCKdSNhZjlYK_euqZFCZroX-KdAhI0V1Rog_rOgWtnQsASV78HvZYbu6bkB4UUMNAR27TQ33N2u2uBnW8sO0WbLd5zoxbCAWsmYJL-T1T0PQcVFS-oT8CO7VpS3XEGo3k5xrHCde-znbPn-AMAU1xvqbA_CP5rfNylPhu5R8PQNhfm12vTTtXXwZu7wRyRNDq6P_6DhEncLHCM6LqMWkr5_Bz0wATAi5TOtgKSBQQIBBgBkgUECAUYBKAGLoAH9uH5nwGoB47OG6gH1ckbqAfB0xuoB4XUG6gHgdQbqAeC1BuoB4bUG6gHhNQbqAeT2BuoB-DTG6gHugaoB9nLG6gHz8wbqAemvhvYBwDyBwMQwjnSCAcIgGEQARgegAoB2BMM&sigh=gKZfmIEC8wE&template_id=484&tpd=AGWhJmvvxDGsCWW718Uomc_KnwKAzx8aJglzAtc_vShjz_R7rw,HTTP/1.1,1946,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,788,0,,,-1,96,-1,0,0,-1,-1,216.58.210.2,,97,,value
125,,2019-10-08T18:14:16.602+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/window_focus.js,HTTP/1.1,1261,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,679,1044,,,-1,85,-1,0,0,-1,-1,216.58.207.65,,85,,
126,,2019-10-08T18:14:16.608+03:00,GET,https://pagead2.googlesyndication.com/pagead/s/cookie_push.html,HTTP/1.1,1391,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,842,652,,,-1,82,-1,0,0,-1,-1,216.58.205.226,,83,,
127,,2019-10-08T18:14:16.627+03:00,GET,https://plugin.monotote.com/panel-new.min.235a2781.js,HTTP/1.1,381,0,,200,OK,HTTP/1.1,0,application/javascript,,,927,208086,,,315,126,0,0,181,0,342,13.224.132.7,,650,,
128,,2019-10-08T18:14:16.713+03:00,GET,https://cm.g.doubleclick.net/pixel/attr?d=AHNF13I-hrzGP1KNtOeGG_Djv7w7adae0WVF,HTTP/1.1,561,0,,204,No Content,HTTP/1.1,0,text/html,,,512,0,,,203,90,0,0,0,0,237,172.217.23.130,,328,,value
129,,2019-10-08T18:14:16.719+03:00,GET,https://cms.quantserve.com/dpixel?a=p-n5vvLvRdjg0ek&eid=0&qc_google_push=&google_gid=CAESEE6BP-WnVyV-7BlcX6SHFWE&google_cver=1&google_push=AHNF13IfY_aZDkKqjZfK2aQHeCDleoLi20hiHInNI70kxw,HTTP/1.1,576,0,,200,OK,HTTP/1.1,0,image/gif,,,575,35,,,211,99,0,0,0,0,242,91.228.74.207,,343,,value
130,,2019-10-08T18:14:16.775+03:00,GET,https://cm.g.doubleclick.net/pixel/attr?d=AHNF13KHX3o7Tpb2cLu_f0XDh1HB1P4aaY1n,HTTP/1.1,561,0,,204,No Content,HTTP/1.1,0,text/html,,,512,0,,,115,110,0,0,0,0,151,172.217.23.130,,262,,value
131,,2019-10-08T18:14:16.806+03:00,GET,https://cm.g.doubleclick.net/pixel/attr?d=AHNF13KtQaiH7r2Nr0J0GqJDRCQ13oKLvD6X,HTTP/1.1,561,0,,204,No Content,HTTP/1.1,0,text/html,,,512,0,,,-1,91,-1,0,0,-1,-1,172.217.23.130,,92,,value
132,,2019-10-08T18:14:16.815+03:00,GET,https://ssum-sec.casalemedia.com/usermatchredir?s=184023&cb=https%3A%2F%2Fcm.g.doubleclick.net%2Fpixel%3Fgoogle_nid%3Dindex%26google_hm%3D&google_gid=CAESEHrXcvoDXFE4wnns8B6WzMc&google_cver=1&google_push=AHNF13Kw-bAVe-I9vCmU-uSxYih3dtNcsjEelmjzPYZiVA,HTTP/1.1,720,0,,302,Moved Temporarily,HTTP/1.1,0,text/html; charset=iso-8859-1,,https://cm.g.doubleclick.net/pixel?google_nid=index&google_hm=XZyrx7lQJaEAAGhKEyEAAADRAr0AAAIB&google_cver=1&google_gid=CAESEHrXcvoDXFE4wnns8B6WzMc&google_push=AHNF13Kw-bAVe-I9vCmU-uSxYih3dtNcsjEelmjzPYZiVA,963,406,,,83,230,0,0,0,0,107,212.55.189.217,,338,,value
133,,2019-10-08T18:14:16.822+03:00,GET,https://cms.quantserve.com/dpixel?a=p-n5vvLvRdjg0ek&eid=0&qc_google_push=&google_gid=CAESEE6BP-WnVyV-7BlcX6SHFWE&google_cver=1&google_push=AHNF13Km0KMWeo1lwIQ4LoBugq7v78OE13e0zXmsrH-OgQ,HTTP/1.1,576,0,,200,OK,HTTP/1.1,0,image/gif,,,575,35,,,-1,107,-1,0,0,-1,-1,91.228.74.207,,107,,value
134,,2019-10-08T18:14:16.836+03:00,GET,https://pagead2.googlesyndication.com/bg/aPEEM9OJ9hGaYafZgWtx3Nc8atx1tS31xt75J5Meqn4.js,HTTP/1.1,1358,0,,200,OK,HTTP/1.1,0,text/javascript,,,738,5323,,,-1,93,-1,0,2,-1,-1,216.58.205.226,,97,,
135,,2019-10-08T18:14:17.164+03:00,GET,https://cm.g.doubleclick.net/pixel?google_nid=index&google_hm=XZyrx7lQJaEAAGhKEyEAAADRAr0AAAIB&google_cver=1&google_gid=CAESEHrXcvoDXFE4wnns8B6WzMc&google_push=AHNF13Kw-bAVe-I9vCmU-uSxYih3dtNcsjEelmjzPYZiVA,HTTP/1.1,689,0,,200,OK,HTTP/1.1,0,image/png,,,606,170,,,-1,101,-1,0,0,-1,-1,172.217.23.130,,102,,value
136,,2019-10-08T18:14:17.266+03:00,GET,https://plugin.monotote.com/css/plugin-new.0668d4bc.css?1.42.0,HTTP/1.1,405,0,,200,OK,HTTP/1.1,0,text/css,,,908,21642,,,-1,93,-1,0,10,-1,-1,13.224.132.7,,104,,value
137,,2019-10-08T18:14:17.499+03:00,POST,https://api.monotote.com/v1/t/visit?api-key=2y10b1g3qectrvfluj4rtkhitoeojubg9iyr4mh9mainmnwknfeanf4e&language=&referrer=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&user-id=80052aa2-cb7e-ffef-7b5d-448a39f16f93,HTTP/1.1,642,0,,200,OK,HTTP/1.1,0,image/jpg,,,527,695,,,207,126,0,0,0,0,234,146.185.139.55,,361,,value
138,,2019-10-08T18:14:17.787+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/06/the-infinity-saucelet.jpg,HTTP/1.1,1085,0,,200,OK,HTTP/1.1,0,image/jpeg,,,395,167608,,,-1,341,-1,0,3842,-1,-1,104.24.18.117,,4184,,
139,,2019-10-08T18:14:17.856+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/05/insert-coin-to-play-arcade-keychain.jpg,HTTP/1.1,1099,0,,200,OK,HTTP/1.1,0,image/jpeg,,,395,61863,,,-1,363,-1,0,1435,-1,-1,104.24.18.117,,1799,,
140,,2019-10-08T18:14:17.859+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2019/05/shredder-cheese-grater.jpg,HTTP/1.1,1086,0,,200,OK,HTTP/1.1,0,image/jpeg,,,387,48703,,,-1,343,-1,0,2028,-1,-1,104.24.18.117,,2372,,
141,,2019-10-08T18:14:18.197+03:00,GET,https://plugin.monotote.com/fonts/SF-Pro-Text-Regular.b166cde7.woff,HTTP/1.1,463,0,,200,OK,HTTP/1.1,0,application/x-font-woff,,,872,131880,,,298,132,0,0,117,0,326,13.224.132.7,,576,,
142,,2019-10-08T18:14:18.453+03:00,GET,https://plugin.monotote.com/fonts/icomoon.5d94c732.woff,HTTP/1.1,451,0,,200,OK,HTTP/1.1,0,application/x-font-woff,,,870,31764,,,-1,94,-1,0,16,-1,-1,13.224.132.7,,111,,
143,,2019-10-08T18:14:18.532+03:00,GET,https://pixel.rubiconproject.com/exchange/sync.php?p=dfp&google_gid=CAESEIIuCcTjWzRim0MwxfP8ErQ&google_cver=1&google_push=AHNF13JqR0TXxVi-ssXqgu_8IHn0_BsrlPNvVnENTW8n,HTTP/1.1,557,0,,302,Found,HTTP/1.1,0,text/html,,https://cm.g.doubleclick.net/pixel?google_nid=rp&google_hm=&google_push=AHNF13JqR0TXxVi-ssXqgu_8IHn0_BsrlPNvVnENTW8n,383,0,,,1840,109,38,0,4,0,1870,69.173.144.165,,2024,,value
144,,2019-10-08T18:14:18.881+03:00,GET,https://cm.g.doubleclick.net/pixel?google_nid=rp&google_hm=&google_push=AHNF13JqR0TXxVi-ssXqgu_8IHn0_BsrlPNvVnENTW8n,HTTP/1.1,599,0,,200,OK,HTTP/1.1,0,image/png,,,606,170,,,191,90,0,0,0,0,221,172.217.23.130,,313,,value
145,,2019-10-08T18:14:19.105+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2018/10/laughing-face.png,HTTP/1.1,1077,0,,200,OK,HTTP/1.1,0,image/png,,,388,19853,,,-1,98,-1,0,26,-1,-1,104.24.18.117,,125,,
146,,2019-10-08T18:14:19.183+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/plugins/wpfront-scroll-top/images/icons/1.png,HTTP/1.1,1089,0,,200,OK,HTTP/1.1,0,image/png,,,386,1669,,,-1,91,-1,0,0,-1,-1,104.24.18.117,,92,,
147,,2019-10-08T18:14:19.237+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/themes/arras/images/feed-title-white.jpg,HTTP/1.1,1130,0,,200,OK,HTTP/1.1,0,image/jpeg,,,381,400,,,-1,104,-1,0,0,-1,-1,104.24.18.117,,104,,
148,,2019-10-08T18:14:19.279+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/uploads/2018/08/arrow.png,HTTP/1.1,1105,0,,200,OK,HTTP/1.1,0,image/png,,,385,209,,,-1,92,-1,0,0,-1,-1,104.24.18.117,,92,,
149,,2019-10-08T18:14:19.347+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/plugins/cudazi-scroll-to-top/images/scroll.png,HTTP/1.1,1181,0,,200,OK,HTTP/1.1,0,image/png,,,386,7148,,,-1,104,-1,0,0,-1,-1,104.24.18.117,,105,,
150,,2019-10-08T18:14:19.457+03:00,GET,http://www.shutupandtakemymoney.com/wp-includes/js/thickbox/loadingAnimation.gif,HTTP/1.1,1077,0,,200,OK,HTTP/1.1,0,image/gif,,,388,15238,,,-1,91,-1,0,3,-1,-1,104.24.18.117,,95,,
151,,2019-10-08T18:14:19.561+03:00,GET,http://www.shutupandtakemymoney.com/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen.css?ver=3.5.4,HTTP/1.1,1091,0,,200,OK,HTTP/1.1,0,text/css,,,415,1055,,,-1,88,-1,0,0,-1,-1,104.24.18.117,,89,,value
152,,2019-10-08T18:14:19.640+03:00,GET,https://api4.monotote.com/v1/shoppables/feed?api-key=2y10b1g3qectrvfluj4rtkhitoeojubg9iyr4mh9mainmnwknfeanf4e,HTTP/1.1,522,0,,200,OK,HTTP/1.1,0,application/json,,,737,95,,,2027,109,116,0,0,0,2066,37.139.15.252,,2293,,value
153,,2019-10-08T18:14:20.062+03:00,POST,https://api3.monotote.com/v1/plugin/search?api-key=2y10b1g3qectrvfluj4rtkhitoeojubg9iyr4mh9mainmnwknfeanf4e&user-id=80052aa2-cb7e-ffef-7b5d-448a39f16f93,HTTP/1.1,614,1496,,0,,unknown,0,,,,-1,-1,,,1033,0,125,0,0,0,1065,188.166.110.31,,1192,No response received,value
154,,2019-10-08T18:14:20.376+03:00,GET,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcTX4wIwW3cJ5ZEAGqcYr8xEmoAECgbeUNIP8tYn2FsdE57HMuYatvHwQyWfZfM&usqp=CAI,HTTP/1.1,1442,0,,200,OK,HTTP/1.1,0,image/jpeg,,,462,14142,,,10867,88,37,0,28,0,10896,216.58.208.46,,11051,,value
155,,2019-10-08T18:14:20.496+03:00,GET,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcTX4wIwW3cJ5ZEAGqcYr8xEmoAECgbeUNIP8tYn2FsdE57HMuYatvHwQyWfZfM&usqp=CAI,HTTP/1.1,1421,0,,200,OK,HTTP/1.1,0,image/jpeg,,,462,14142,,,-1,85,-1,0,16,-1,-1,216.58.208.46,,102,,value
156,,2019-10-08T18:14:20.620+03:00,GET,https://api.monotote.com/v1/plugin/themes/default,HTTP/1.1,462,0,,200,OK,HTTP/1.1,0,application/json,,,688,1067,,,219,113,0,0,0,0,255,146.185.139.55,,369,,
157,,2019-10-08T18:14:22.046+03:00,GET,https://cdn.monotote.com/uploads/theme-assets/invisible-empty-red-cart-sticker-left-with-shadows.css,HTTP/1.1,443,0,,200,OK,HTTP/1.1,0,text/css,,,463,743,,,1144,89,84,0,52,0,1175,13.224.132.33,,1402,,
158,,2019-10-08T18:14:22.230+03:00,GET,https://cdn.monotote.com/uploads/theme-assets/stylist-sticker.jpg,HTTP/1.1,382,0,,0,,unknown,0,,,,-1,-1,,,-1,0,-1,1,0,-1,-1,13.224.132.33,,1,No response received,
