,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.ssl,timings.dns,timings.send,timings.wait,timings.receive,timings.connect,timings.blocked,serverIPAddress,comment,time,request.queryString.name
103,,2019-10-11T17:47:23.404+03:00,POST,https://api.monotote.com/v1/plugin/search?api-key=2y10b1g3qectrvfluj4rtkhitoeojubg9iyr4mh9mainmnwknfeanf4e&user-id=37057e8b-20ad-668f-c802-52d280293c51,HTTP/1.1,613,1496,,200,OK,HTTP/1.1,0,application/json,,,656,66,,,-1,-1,0,5167,0,-1,-1,188.166.110.31,,5168,value
104,,2019-10-11T17:47:24.303+03:00,GET,"https://dt.adsafeprotected.com/dt?advEntityId=295482&asId=a6f8422a-f243-4812-79d9-a4f53895ffcc&tv={c:qKQlwI,pingTime:-2,time:128,type:a,im:{sf:0,pom:1,prf:{beA:728,beZ:731,mfA:735,cmA:737,inA:737,inZ:752,prA:752,prZ:773,si:786,poA:787,poZ:805,cmZ:805,mfZ:805,loA:821,loZ:825,ltA:855,ltZ:855}},sca:{dfp:{df:4,sz:300.250,dom:ins}},env:{gca:0},clog:[{piv:-1,vs:n,r:l,w:240,h:200,t:55}],es:0,sc:1,ha:1,gm:0,slTimes:{i:0,o:0,n:128,pp:0,pm:0},slEvents:[{sl:n,t:54,wc:0.0.800.600,ac:NaN.NaN.240.200,am:i,cc:NaN.NaN.240.200,piv:-1,obst:0,th:0,reas:l,bkn:{piv:[111~1],as:[111~240.200]}}],slEventCount:1,em:true,fr:false,e:,tt:rjss,dtt:0,fm:rEBsHZu+11|12|13|14|15|16|1711*.295482-36907009|18|19|1a|1b|1c1|1d1|1e11|1e2|1f1|1g|1h,idMap:1711*,rend:0,renddet:WINDOW,rmeas:0,sinceFw:66,readyFired:false}&br=u",HTTP/1.1,2078,0,,200,OK,HTTP/1.1,0,image/gif,,,267,43,,,3331,39,0,203,0,3362,0,104.244.37.20,,3606,value
105,,2019-10-11T17:47:24.304+03:00,GET,"https://dt.adsafeprotected.com/dt?advEntityId=295482&asId=a8ce1bae-f1c4-376a-4947-372f857ac2f2&tv={c:qKQlDL,pingTime:-2,time:321,type:a,im:{sf:0,pom:1,prf:{beA:1402,beZ:1406,mfA:1412,cmA:1417,inA:1418,inZ:1432,prA:1432,prZ:1453,si:1461,poA:1463,poZ:1477,cmZ:1477,mfZ:1477,loA:1506,loZ:1509,ltA:1722,ltZ:1722}},sca:{dfp:{df:4,sz:300.600,dom:ins}},env:{gca:0},clog:[{piv:-1,vs:n,r:l,w:300,h:600,t:58}],es:0,sc:1,ha:1,gm:0,slTimes:{i:0,o:0,n:321,pp:0,pm:0},slEvents:[{sl:n,t:57,wc:0.0.800.600,ac:NaN.NaN.300.600,am:i,cc:NaN.NaN.300.600,piv:-1,obst:0,th:0,reas:l,bkn:{piv:[298~1],as:[298~300.600]}}],slEventCount:1,em:true,fr:false,e:,tt:rjss,dtt:0,fm:rEBsHZu+11|12|13|14|15|16|1711.295482-36907009|17111|18|19|1a|1b|1c1*.295482-36907011|1d11|1e11|1e2|1f1|1g|1h,idMap:1c1*,rend:0,renddet:WINDOW,rmeas:0,sinceFw:259,readyFired:false}&br=u",HTTP/1.1,2098,0,,200,OK,HTTP/1.1,0,image/gif,,,267,43,,,2898,0,0,217,0,2965,0,104.244.37.20,,3183,value
106,,2019-10-11T17:47:24.515+03:00,POST,https://api.monotote.com/v1/t/visit?api-key=2y10b1g3qectrvfluj4rtkhitoeojubg9iyr4mh9mainmnwknfeanf4e&language=&referrer=http%3A%2F%2Fwww.shutupandtakemymoney.com%2F&user-id=37057e8b-20ad-668f-c802-52d280293c51,HTTP/1.1,642,0,,200,OK,HTTP/1.1,0,image/jpg,,,527,695,,,177,0,0,158,0,223,0,188.166.110.31,,383,value
107,,2019-10-11T17:47:24.744+03:00,GET,https://www.googletagservices.com/dcm/dcmads.js?,HTTP/1.1,1277,0,,200,OK,HTTP/1.1,0,text/javascript,,,731,2036,,,-1,-1,0,97,9,-1,-1,172.217.23.98,,107,
108,,2019-10-11T17:47:24.839+03:00,GET,https://static.adsafeprotected.com/sca.17.4.95.js,HTTP/1.1,1298,0,,200,OK,HTTP/1.1,0,application/javascript,,,365,20442,,,3935,28,0,160,1,3964,0,199.166.0.32,,4156,
109,,2019-10-11T17:47:25.008+03:00,GET,https://static.adsafeprotected.com/sca.17.4.95.js,HTTP/1.1,1278,0,,200,OK,HTTP/1.1,0,application/javascript,,,365,20442,,,-1,-1,0,173,0,-1,-1,199.166.0.32,,175,
110,,2019-10-11T17:47:25.402+03:00,GET,"https://dt.adsafeprotected.com/dt?advEntityId=295482&asId=a6f8422a-f243-4812-79d9-a4f53895ffcc&tv={c:qKQmHj,pingTime:-10,time:4629,type:s,mvn:ZnNjPTEyLHNkPTMsbm89Nyxhc3A9MQ--,fsc:17.4.95v220002022020220000002002222000022220200000222220222020002222022002222200002220222022222222222000000200000022220222220222222222222202222222222222222222222222222222222222200000022022020020000002002202022022022222222000000000020222202022022020000000020000000000000000000002220202220000022200202202220022000200222022200220022222220020222222000220000222202222202222000002002002222222222220022202200222002220202202,sd:MTcuNC45NXY2MDB8fDgwMHx8MXx8MXx8MjR8fDYwMHx8MHx8MHx8MXx8bGFuZHNjYXBlLXByaW1hcnl8fDI0fHw0LzN8fDQvM3x8MHx8ODAw,no:MTcuNC45NXZNb3ppbGxhfHxOZXRzY2FwZXx8bnx8NHx8bnx8MTB8fG58fFdpbjMyfHxHZWNrb3x8MjAwMzAxMDd8fC0xODB8fE1vemlsbGEvNS4wIChXaW5kb3dzIE5UIDEwLjA7IFdpbjY0OyB4NjQpIEFwcGxlV2ViS2l0LzUzNy4zNiAoS0hUTUwsIGxpa2UgR2Vja28pIEhlYWRsZXNzQ2hyb21lLzc3LjAuMzg2NS45MCBTYWZhcmkvNTM3LjM2fHwxfHwxfHxHb29nbGUgSW5jLnx8bg--,asp:1570805245395||b78df0569ff9c20bc07eee897170dd22||c6712909739422637e599f854f059272||fe15275c74ba485ce16ae8e07361ece1||d9579b36cf0f800598c3bcf162d6ecb0||a9a88be484ffdd3c1f4884c0d88233e0||e31c3e9d2b59866ffe1a08fd2e883046||8dcc1c951bdc8027c95b7ad4f665d3c0||1529428597}",HTTP/1.1,2557,0,,200,OK,HTTP/1.1,0,image/gif,,,267,43,,,-1,-1,1,211,0,-1,-1,104.244.37.20,,213,value
111,,2019-10-11T17:47:25.732+03:00,GET,"https://ad.doubleclick.net/ddm/adj/N834873.3159GOOGLE/B22909462.249748699;dc_ver=53.147;sz=300x250;u_sd=1;dc_adk=249200917;ord=uclawo;click=https%3A%2F%2Fadclick.g.doubleclick.net%2Faclk%3Fsa%3Dl%26ai%3DC9luODZqgXbuVMNGE-ga2mbroCPnRiqNZvfyzrJoKj9W4xMsIEAEg-szjFGD5uvSDnBCgAaaIotkDyAEJqQJgiPPJNj-pPqgDAaoEwAFP0DTSR9A9oUTrtDvZNMZZRFX1kDRoAf9Z6PjPCsORpfQSeoRyS2ivXuiSjKf4SPamCKtJY1r9KzIJ9slcEZg1UQJ3UiMRg_4KQRGPky3cN3fGAA0g056hRjMf4PFacKyJV8gjYMZrE8N8qic0Q3wWvcGxbVcCW2g5HcfVWRr6SwtuzOjZUb9kWsoE05xZVUkEmM7VDMR_JZa_mm1RShNT7xOnXEYJmP7_OS98LvnSX91xbsSuNGOBrO5_kvNfepKgBhGAB6W9iKMBqAeOzhuoB9XJG6gHwdMbqAeF1BuoB4HUG6gHgtQbqAeG1BuoB4TUG6gHk9gbqAfg0xuoB7oGqAfZyxuoB8_MG6gHpr4bqAfz0RuoB-zVG9gHANIIBwiAYRABGB6ACgHYEwI%26num%3D1%26sig%3DAOD64_0v6FBmKKS7iyA7KfqbAUYA3dkRwA%26client%3Dca-pub-9681251452496384%26adurl%3D;dc_rfl=3,http%3A%2F%2Fwww.shutupandtakemymoney.com$2,http%3A%2F%2Fwww.shutupandtakemymoney.com%2F$0;xdt=1;crlt=0HCO6k)FfR;osda=2;sttr=155;prcl=s?",HTTP/1.1,2292,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,684,10797,,,839,0,1,126,29,867,0,216.58.207.70,,1025,
112,,2019-10-11T17:47:25.740+03:00,GET,"https://ad.doubleclick.net/ddm/adj/N834873.3159GOOGLE/B22909462.249876180;dc_ver=53.147;dc_eid=40004000;sz=300x600;u_sd=1;dc_adk=3132529092;ord=8r7uwg;click=https%3A%2F%2Fadclick.g.doubleclick.net%2Faclk%3Fsa%3Dl%26ai%3DCvAqpDZqgXYDdMJabgAfqx4PICfnRiqNZ7fuzrJoKj9W4xMsIEAEg-szjFGD5uvSDnBCgAaaIotkDyAEJqQJgiPPJNj-pPqgDAaoEyQFP0KcwlmNZ4o-9F0Yb8Ojr_ra2ttEjs8IrVxGA0yHINpNhYT89W81V7dQW2azVqejumsf0qQ6Jyrue14I86sz6HSYK1lcUajfPt91e0BSw577rBd2-s4IStDpsV2wszTuPKKEWPokgfSECyXA6JaSOh4Cx2tJ0y5j-eOUc_RvGpP5-wPP7e9uVwEsMnfXqDHJG3UwD7sg10hDPS0mdta0RUlZMO1MbgK-RGS9LiCDal99xt1yybydEtxy2CekNjbqlOfZePX57a1GgBhGAB6W9iKMBqAeOzhuoB9XJG6gHwdMbqAeF1BuoB4HUG6gHgtQbqAeG1BuoB4TUG6gHk9gbqAfg0xuoB7oGqAfZyxuoB8_MG6gHpr4bqAfz0RuoB-zVG9gHANIIBwiAYRABGB6ACgHYEwI%26num%3D1%26sig%3DAOD64_2lbWZtt8IUezrSv_YwS7syvAO7mw%26client%3Dca-pub-9681251452496384%26adurl%3D;dc_rfl=2,http%3A%2F%2Fwww.shutupandtakemymoney.com$2,http%3A%2F%2Fwww.shutupandtakemymoney.com%2F$0;xdt=1;crlt=0HCO6k)FfR;osda=2;sttr=6;prcl=s?",HTTP/1.1,2299,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,684,10786,,,884,34,0,140,22,911,0,216.58.207.70,,1108,
113,,2019-10-11T17:47:25.899+03:00,GET,https://tpc.googlesyndication.com/sodar/UFYwWwmt.js,HTTP/1.1,1300,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,15207,,,-1,-1,0,99,15,-1,-1,216.58.207.65,,115,
114,,2019-10-11T17:47:25.984+03:00,GET,"https://dt.adsafeprotected.com/dt?advEntityId=295482&asId=a8ce1bae-f1c4-376a-4947-372f857ac2f2&tv={c:qKQmQK,pingTime:-10,time:4970,type:s,mvn:ZnNjPTEyLHNkPTMsbm89Nyxhc3A9MQ--,fsc:17.4.95v220002022020220000002002222000022220200000222220222020002222022002222200002220222022222222222000000200000022220222220222222222222202222222222222222222222222222222222222200000022022020020000002002202022022022222222000000000020222202022022020000000020000000000000000000002220202220000022200202202220022000200222022200220022222220020222222000220000222202222202222000002002002222222222220022202200222002220202202,sd:MTcuNC45NXY2MDB8fDgwMHx8MXx8MXx8MjR8fDYwMHx8MHx8MHx8MXx8bGFuZHNjYXBlLXByaW1hcnl8fDI0fHw0LzN8fDQvM3x8MHx8ODAw,no:MTcuNC45NXZNb3ppbGxhfHxOZXRzY2FwZXx8bnx8NHx8bnx8MTB8fG58fFdpbjMyfHxHZWNrb3x8MjAwMzAxMDd8fC0xODB8fE1vemlsbGEvNS4wIChXaW5kb3dzIE5UIDEwLjA7IFdpbjY0OyB4NjQpIEFwcGxlV2ViS2l0LzUzNy4zNiAoS0hUTUwsIGxpa2UgR2Vja28pIEhlYWRsZXNzQ2hyb21lLzc3LjAuMzg2NS45MCBTYWZhcmkvNTM3LjM2fHwxfHwxfHxHb29nbGUgSW5jLnx8bg--,asp:1570805245980||49fa948e837ab01d979101988150e9d5||c6712909739422637e599f854f059272||c152d114c69931a3e1ce28bb90698352||78c21750f11c03d8d6a2b5b1e20ef25c||8920733c77470a07fd6928c5b3e1ee6b||72b620ad8098e924f86336623ce95efd||f0b7694d27aa111cf154d9e6fdb841b5||1529428597}",HTTP/1.1,2537,0,,200,OK,HTTP/1.1,0,image/gif,,,267,43,,,-1,-1,1,198,0,-1,-1,104.244.37.20,,199,value
115,,2019-10-11T17:47:26.003+03:00,GET,https://tpc.googlesyndication.com/sodar/UFYwWwmt.js,HTTP/1.1,1280,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,15207,,,-1,-1,0,99,22,-1,-1,216.58.207.65,,122,
116,,2019-10-11T17:47:26.028+03:00,GET,https://tpc.googlesyndication.com/sodar/Enqz_20U.html,HTTP/1.1,1455,0,,200,OK,HTTP/1.1,0,text/html,,,506,8395,,,-1,-1,0,103,14,-1,-1,216.58.207.65,,119,
117,,2019-10-11T17:47:26.139+03:00,GET,https://tpc.googlesyndication.com/sodar/Enqz_20U.html,HTTP/1.1,1435,0,,200,OK,HTTP/1.1,0,text/html,,,506,8395,,,-1,-1,0,106,3,-1,-1,216.58.207.65,,110,
118,,2019-10-11T17:47:26.158+03:00,GET,https://pagead2.googlesyndication.com/bg/aPEEM9OJ9hGaYafZgWtx3Nc8atx1tS31xt75J5Meqn4.js,HTTP/1.1,431,0,,200,OK,HTTP/1.1,0,text/javascript,,,738,5323,,,-1,-1,0,95,2,-1,-1,172.217.23.98,,98,
119,,2019-10-11T17:47:26.508+03:00,GET,https://pagead2.googlesyndication.com/pagead/gen_204?id=sodar&v=30&t=2&bgai=BmGjFE5qgXaCnL8Pj7gO4wZ2gDAAAAAA4AeAEAg&bg=!NjWlNS1YFxcwzfrH7XACAAAAs1IAAAA4mQHktdW9tBLLJDS9IIuElwYU32COWUh8xHZnEVAAuFcjcFkwdaR0kCFhaK72aEgr220IYguQjZO3ECb3e_Kuxp3voWl_86wCqHipB0h4CHLf5ylpopTMrd_dufKcvgVNZ-DvOhv59Os-sFJFVTQEi93xMwx8AZ8jj4cDVPpo0XM4bmePVvNVQdnX2zv9wEksjSpy4I9ubgIYy4w3UC1Xy5ZGJ22uJ4mHWs2ZC5ZLX49h1A7Gkidp73GYPuTgdMbP9PATfL4jnEds-Qz8t0R7TZ859E4vWs1CZJ78EeM18YGzQDYri2o7TJz1WjV3Y8HWSkjea0WIkB4gcxWyKslrCFd6Lb8WO7vX6a816QLoZGepXAjeQwrx8xs00asKhJLYPBOhx_3-L1A1KJ21oqyivpX_YlmVrsMYsIA7aiRtH1ckwrTe7uEyaB92ZHm8jcdiV0AzDZD-QBUl77aTgDldMxHzx2q4fxGxZXHFBfrj_WfW_CuQOLU9UOLdo8RPnBEUVjloq9kBNz6nK6sWbMlY2WBQMGnz5BRDNDCfbi7p4DgQEM4NeqFL0RAws9sqYCbbbKXUVZgMxQ4RKlxijNKFYfXUvhtr4VFafk_CeDGZcZGwslG6KK1_S8L34zmBaBk-NQoaIMM1Lw,HTTP/1.1,1182,0,,204,No Content,HTTP/1.1,0,image/gif,,,768,0,,,-1,-1,0,101,0,-1,-1,172.217.23.98,,102,value
120,,2019-10-11T17:47:26.614+03:00,GET,https://pagead2.googlesyndication.com/pagead/gen_204?id=sodar&v=30&t=2&bgai=BR33ME5qgXZbsMMLNgAfLq7rICAAAAAA4AeAEAg&bg=!OzilOCBYKq00pfvKVQ0CAAAAsFIAAAAjmQG_QveXQCVvjno1uSPiKW8wNV2QKSR8gvClhfgFACg6chuYEcQyBpd0RPbN2_1cIJcXejJGKpRGaUL3spZDXEMc2IVWab4KsYHUgFNlLz1Mmjf2hY_EYA3c8wKoJB6Zit7GYAT_dg-lnkjc2ahBxQMZ8ln64EaQ6j4iC0L9SGx_hrhYon99YAyS3Nj5fFSoPwLG-IxZZRNFZsc3Xv8-6BaueXOqMTQlWiu129p6cYxwvxDmzwQb6BP8x-kRDJbSuybXfoEOOZ8sVYVdkCGJzpGp8IXdYp8Zu6ctfTKDxr5530tN7oGVVxpWblQfO80dHUTUUPO0keGmncmbXlXN5oVf8bfwBAjxUbQQBZ_kwbYKgQVwxXChWDkm_10F8q5J6AwqJKI5WZCfrT-TwBPuLlEeCGdaqYxbjZXqsX5875WAkxM2Z3EbTRAZ1oWJHkGBmti3IPlVReD8z4JTDw1_PU4MEEY9run-rKq3qJJHA3vz0sa5FCouno5B-EpE0_DjUxLQNQZAm1vnFSxfg9qJQul8MkS8IkURUwLr0AcT2fcZNukNhuniOJWWQJYsH52WG_h0WF7ubzcAJU-JW70JiGvo,HTTP/1.1,1132,0,,204,No Content,HTTP/1.1,0,image/gif,,,768,0,,,-1,-1,0,103,0,-1,-1,172.217.23.98,,104,value
121,,2019-10-11T17:47:27.334+03:00,GET,https://s0.2mdn.net/879366/express_html_inpage_rendering_lib_200_260.js,HTTP/1.1,1362,0,,200,OK,HTTP/1.1,0,text/javascript,,,567,41789,,,1385,28,0,125,90,1407,0,216.58.208.38,,1651,
122,,2019-10-11T17:47:27.551+03:00,GET,https://s0.2mdn.net/879366/express_html_inpage_rendering_lib_200_260.js,HTTP/1.1,1342,0,,200,OK,HTTP/1.1,0,text/javascript,,,567,41789,,,-1,-1,0,99,40,-1,-1,216.58.208.38,,141,
123,,2019-10-11T17:47:27.575+03:00,GET,https://www.googletagservices.com/activeview/js/current/lidar.js?cache=r20110914,HTTP/1.1,1329,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29228,,,-1,-1,0,133,23,-1,-1,172.217.23.98,,156,value
124,,2019-10-11T17:47:27.734+03:00,GET,https://www.googletagservices.com/activeview/js/current/lidar.js?cache=r20110914,HTTP/1.1,1309,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29228,,,-1,-1,0,121,27,-1,-1,172.217.23.98,,149,value
125,,2019-10-11T17:47:27.809+03:00,GET,https://s0.2mdn.net/8438133/1570636051157/2019_EMEA_INTL_IL_OctWWSS_300x250_2019100/index.html,HTTP/1.1,1496,0,,200,OK,HTTP/1.1,0,text/html,,,537,30877,,,193,0,0,93,88,227,0,216.58.208.38,,410,
126,,2019-10-11T17:47:27.847+03:00,GET,https://s0.2mdn.net/8438133/1570636055004/2019_EMEA_INTL_IL_OctWWSS_300x600_2019100/index.html,HTTP/1.1,1476,0,,200,OK,HTTP/1.1,0,text/html,,,537,31124,,,106,0,0,94,61,137,0,216.58.208.38,,294,
127,,2019-10-11T17:47:27.990+03:00,GET,https://api4.monotote.com/v1/shoppables/feed?api-key=2y10b1g3qectrvfluj4rtkhitoeojubg9iyr4mh9mainmnwknfeanf4e,HTTP/1.1,522,0,,200,OK,HTTP/1.1,0,application/json,,,735,95,,,5483,91,0,156,0,5509,0,37.139.15.252,,5758,value
128,,2019-10-11T17:47:28.045+03:00,GET,https://s0.2mdn.net/8438133/1570636051157/2019_EMEA_INTL_IL_OctWWSS_300x250_2019100/AC_Logo_Web.svg?,HTTP/1.1,523,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,540,1488,,,-1,-1,0,94,0,-1,-1,216.58.208.38,,95,
129,,2019-10-11T17:47:28.045+03:00,GET,https://s0.2mdn.net/8438133/1570636051157/2019_EMEA_INTL_IL_OctWWSS_300x250_2019100/CTA_BOOKNOW_EN-01.svg?,HTTP/1.1,529,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,538,1137,,,-1,-1,0,97,0,-1,-1,216.58.208.38,,98,
130,,2019-10-11T17:47:28.142+03:00,GET,https://s0.2mdn.net/8438133/1570636051157/2019_EMEA_INTL_IL_OctWWSS_300x250_2019100/15_300x250.jpg?,HTTP/1.1,522,0,,200,OK,HTTP/1.1,0,image/jpeg,,,491,17679,,,-1,-1,0,86,37,-1,-1,216.58.208.38,,124,
131,,2019-10-11T17:47:28.146+03:00,GET,https://s0.2mdn.net/8438133/1570636055004/2019_EMEA_INTL_IL_OctWWSS_300x600_2019100/AC_Logo_Web.svg?,HTTP/1.1,523,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,540,1488,,,-1,-1,0,85,0,-1,-1,216.58.208.38,,86,
132,,2019-10-11T17:47:28.198+03:00,GET,https://s0.2mdn.net/8438133/1570636055004/2019_EMEA_INTL_IL_OctWWSS_300x600_2019100/CTA_BOOKNOW_EN-01.svg?,HTTP/1.1,529,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,540,1137,,,113,0,0,92,0,151,0,216.58.208.38,,244,
133,,2019-10-11T17:47:28.220+03:00,GET,https://s0.2mdn.net/8438133/1570636055004/2019_EMEA_INTL_IL_OctWWSS_300x600_2019100/AC_Rondel.svg?,HTTP/1.1,521,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,539,835,,,115,0,0,103,0,144,0,216.58.208.38,,248,
134,,2019-10-11T17:47:28.220+03:00,GET,https://s0.2mdn.net/8438133/1570636055004/2019_EMEA_INTL_IL_OctWWSS_300x600_2019100/300x600_Belly.svg?,HTTP/1.1,525,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,539,470,,,115,0,0,106,0,146,0,216.58.208.38,,253,
135,,2019-10-11T17:47:28.220+03:00,GET,https://s0.2mdn.net/8438133/1570636055004/2019_EMEA_INTL_IL_OctWWSS_300x600_2019100/15_300x600.jpg?,HTTP/1.1,522,0,,200,OK,HTTP/1.1,0,image/jpeg,,,491,19352,,,115,0,0,94,56,145,0,216.58.208.38,,296,
136,,2019-10-11T17:47:29.191+03:00,GET,https://googleads4.g.doubleclick.net/pcs/view?xai=AKAOjsuqWPmRLvMo30Lsy7gOZxnDYx-d8PMdffIxuQlEHCXUhETPvPEvB1qZnh0DyKuMacX01YsN1TmgbPdpcegMDLNH1H0bnYoeQLR-sS4PawGNySUB5__whSDIKIHhICpV8_VzxraXlxop&sig=Cg0ArKJSzKqUAlSGpln6EAE&urlfix=1&adurl=,HTTP/1.1,1614,0,,200,OK,HTTP/1.1,0,image/gif,,,766,0,,,1420,32,0,109,0,1446,0,172.217.22.98,,1588,value
137,,2019-10-11T17:47:29.195+03:00,GET,https://googleads4.g.doubleclick.net/pcs/view?xai=AKAOjsuE93-y_C_ujBob5aKzsCILWkDHoUZjENUxBbFUyJauYvvdfaiyoGdB0PWRaUnGBStQtp1EnFnr-BBHmjHftsHtEkNppgi1vwJyDJI1q1X2uFayx_V7urIYWIfncwo2rkFheWTJBzWI&sig=Cg0ArKJSzBTEEB8K2w-gEAE&urlfix=1&adurl=,HTTP/1.1,1594,0,,200,OK,HTTP/1.1,0,image/gif,,,766,0,,,1191,0,0,107,0,1213,0,172.217.22.98,,1321,value
