,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,response._error,timings.comment,timings.dns,timings.connect,timings.send,timings.wait,timings.receive,timings.blocked,timings.ssl,comment,time,serverIPAddress,request.queryString.name
147,har_a3,2019-12-13T19:00:09.627+02:00,GET,https://scontent.ftlv1-2.fna.fbcdn.net/v/t1.0-1/p50x50/64729935_10219797558628300_1083029862576291840_n.jpg?_nc_cat=110&_nc_ohc=F8qLVrIVrMQAQkAVE1pafN239mgJtAeSrqXZhCeIW5AV9DyVsGf5m3N0Q&_nc_ht=scontent.ftlv1-2.fna&oh=0d523d69a4a0963b0491bee5202f8422&oe=5E7C8896,HTTP/1.1,629,0,,200,OK,HTTP/1.1,0,image/jpeg,,,506,1686,,,,-1,-1,0,494,22,-1,-1,,516,213.57.23.209,value
148,har_a3,2019-12-13T19:00:09.643+02:00,GET,https://scontent.ftlv1-2.fna.fbcdn.net/v/t1.0-1/p50x50/40505654_2253421954687910_6846458494397186048_o.jpg?_nc_cat=103&_nc_ohc=CAiS4edjpn8AQnmF89W9zIfN1RJv3w6arP-UrhHqUP9mntsfq1rSUaP7w&_nc_ht=scontent.ftlv1-2.fna&oh=9475fe1ac2e29784bec5df1f386fe9d2&oe=5E8251DC,HTTP/1.1,628,0,,200,OK,HTTP/1.1,0,image/jpeg,,,506,1840,,,,-1,-1,0,491,14,-1,-1,,505,213.57.23.209,value
149,har_a3,2019-12-13T19:00:09.663+02:00,GET,https://scontent.ftlv1-2.fna.fbcdn.net/v/t1.0-1/p50x50/29792519_840184232850350_3366775956541800448_o.jpg?_nc_cat=110&_nc_ohc=ogLCduK54q0AQkANX-G89a_0f8J8Q0II7cwudjSCkTF80es3s0dwQNBtA&_nc_ht=scontent.ftlv1-2.fna&oh=144d5d847241400b0cc1e34807d06bef&oe=5E7A3B3B,HTTP/1.1,627,0,,200,OK,HTTP/1.1,0,image/jpeg,,,506,1630,,,,-1,-1,0,535,10,-1,-1,,546,213.57.23.209,value
150,har_a3,2019-12-13T19:00:09.732+02:00,GET,https://scontent.ftlv1-1.fna.fbcdn.net/v/t31.0-1/p50x50/21368875_10155435559187254_6894091799066695899_o.jpg?_nc_cat=101&_nc_ohc=ZWn5yNDVY3gAQkHRMKjfEKF7zvaeVqSarqOuRe7gBl0H7lfhzpreiVfRw&_nc_ht=scontent.ftlv1-1.fna&oh=1b7c0218f7e2e04513ff2ec0f0cf5280&oe=5E78FA23,HTTP/1.1,630,0,,200,OK,HTTP/1.1,0,image/jpeg,,,506,1901,,,,1,1526,0,507,2,0,1479,,2039,213.57.23.81,value
151,har_a3,2019-12-13T19:00:09.738+02:00,GET,https://scontent.ftlv1-1.fna.fbcdn.net/v/t1.0-1/p50x50/13524399_10206862265301632_8818415238093199184_n.jpg?_nc_cat=107&_nc_ohc=LHygWLPAN4kAQlJh0ctHlrrLk6XstnaLOB4kqnIzmj98VLcT71XoeppFg&_nc_ht=scontent.ftlv1-1.fna&oh=b150c15c105cb750fb29eb0c861d1e79&oe=5E7EE048,HTTP/1.1,629,0,,200,OK,HTTP/1.1,0,image/jpeg,,,506,1812,,,,0,1536,0,476,24,0,1502,,2038,213.57.23.81,value
152,har_a3,2019-12-13T19:00:09.748+02:00,GET,https://scontent.ftlv1-1.fna.fbcdn.net/v/t1.0-1/p50x50/12240103_965955283476180_107966684807901509_n.jpg?_nc_cat=104&_nc_ohc=lOg2QdaMHiIAQnqFJMaXNu5sbtIHniE__ncFYnXcogF-nk1BTFzsx2n4A&_nc_ht=scontent.ftlv1-1.fna&oh=886e61c2adb8055d70b3b62b8d436c87&oe=5E86E17A,HTTP/1.1,626,0,,200,OK,HTTP/1.1,0,image/jpeg,,,505,1458,,,,0,1544,0,494,10,0,1508,,2050,213.57.23.81,value
153,har_a3,2019-12-13T19:00:09.758+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yK/r/oQRPcv6688-.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,440,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,1259,,,,-1,-1,0,496,6,-1,-1,,503,31.13.90.6,value
154,har_a3,2019-12-13T19:00:09.937+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ikyv4/yi/l/en_US/TwEsBYLwOK-.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,451,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,629,17874,,,,-1,-1,0,346,106,-1,-1,,453,31.13.90.6,value
155,har_a3,2019-12-13T19:00:09.985+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yA/r/FWKGO5O81_i.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,440,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,627,855,,,,-1,-1,0,499,5,-1,-1,,505,31.13.90.6,value
156,har_a3,2019-12-13T19:00:10.125+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yQ/r/fU1lzkaVdnW.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,440,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,8568,,,,-1,-1,0,397,53,-1,-1,,452,31.13.90.6,value
157,har_a3,2019-12-13T19:00:10.198+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yg/r/4coaS-Pqll6.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,440,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,629,11771,,,,-1,-1,0,402,81,-1,-1,,483,31.13.90.6,value
158,har_a3,2019-12-13T19:00:10.247+02:00,GET,https://scontent.ftlv1-1.fna.fbcdn.net/v/t1.0-1/p50x50/72444094_10157768007784885_8874583051326193664_n.jpg?_nc_cat=100&_nc_ohc=U-9HZUOSGHkAQn_jx2lVPho_F6wW0OYu5W2ukQ0dDisVT8JqVS9LWZH2Q&_nc_ht=scontent.ftlv1-1.fna&oh=109d04034d256a9739dc114ad276db41&oe=5E67CEEE,HTTP/1.1,629,0,,200,OK,HTTP/1.1,0,image/jpeg,,,505,1714,,,,-1,-1,0,333,12,-1,-1,,346,213.57.23.81,value
159,har_a3,2019-12-13T19:00:10.247+02:00,GET,https://scontent.ftlv1-1.fna.fbcdn.net/v/t1.0-1/c24.24.302.302a/s50x50/398133_109980632514382_1752279930_n.jpg?_nc_cat=101&_nc_ohc=WHdGfVRfRdcAQnk2XlT_XG832cSwOxTglgKEqwU-YNDPdeqTmUjVQBi4A&_nc_ht=scontent.ftlv1-1.fna&oh=ad79ce761eddee598bd84f9eeed4cf9b&oe=5E830CF2,HTTP/1.1,632,0,,200,OK,HTTP/1.1,0,image/jpeg,,,506,1857,,,,-1,-1,0,433,15,-1,-1,,448,213.57.23.81,value
160,har_a3,2019-12-13T19:00:10.254+02:00,GET,https://scontent.ftlv1-1.fna.fbcdn.net/v/t1.0-1/p50x50/36513688_214939585995789_6706440666467008512_o.jpg?_nc_cat=104&_nc_ohc=NbS4t4GRhrAAQkx0mi316tLjMoYmKm90ST0d76G6sk67_jl59Xs1mvIKw&_nc_ht=scontent.ftlv1-1.fna&oh=2cecc2f69f3863683da79b5ec2b213b5&oe=5E7A4E6D,HTTP/1.1,627,0,,200,OK,HTTP/1.1,0,image/jpeg,,,506,1762,,,,-1,-1,0,339,33,-1,-1,,372,213.57.23.81,value
161,har_a3,2019-12-13T19:00:10.263+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3inLE4/ye/l/en_US/p-lkk7Q25Am.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,451,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,8357,,,,-1,-1,0,450,51,-1,-1,,501,31.13.90.6,value
162,har_a3,2019-12-13T19:00:10.270+02:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,852,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1093,66,,,,-1,-1,0,436,1,-1,-1,,438,31.13.90.36,
163,har_a3,2019-12-13T19:00:10.394+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3idxF4/y1/l/en_US/frWnnnoHKr_.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,451,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,3874,,,,-1,-1,0,395,22,-1,-1,,418,31.13.90.6,value
164,har_a3,2019-12-13T19:00:10.493+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iOK84/y8/l/en_US/rRjKbZ7SP74.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,451,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,7924,,,,-1,-1,0,320,50,-1,-1,,370,31.13.90.6,value
165,har_a3,2019-12-13T19:00:10.580+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/MBFjH0hmDqp.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,440,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,629,23452,,,,-1,-1,0,351,502,-1,-1,,854,31.13.90.6,value
166,har_a3,2019-12-13T19:00:10.595+02:00,GET,https://scontent.ftlv1-1.fna.fbcdn.net/v/t1.0-9/80029828_1263340240534745_1930422842743062528_n.png?_nc_cat=101&_nc_ohc=2swUIHs3JOcAQkzMf2t5UJbGCww0t6uO2a1js-bUr79G2R1xvqNrtk9lw&_nc_ht=scontent.ftlv1-1.fna&oh=33cb3dcd668067a507d27985154cdf4f&oe=5E7DD580,HTTP/1.1,621,0,,200,OK,HTTP/1.1,0,image/png,,,507,119399,,,,-1,-1,0,269,1800,-1,-1,,2069,213.57.23.81,value
167,har_a3,2019-12-13T19:00:10.686+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/ToOTXNX8c7b.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,440,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,629,25040,,,,-1,-1,0,327,467,-1,-1,,795,31.13.90.6,value
168,har_a3,2019-12-13T19:00:10.724+02:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,852,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1093,66,,,,-1,-1,0,126,0,-1,-1,,127,31.13.90.36,
169,har_a3,2019-12-13T19:00:10.766+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yp/l/0,cross/hp5zbfy634G.css?_nc_x=e6UK2kDhpa3",HTTP/1.1,464,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,612,1105,,,,-1,-1,0,358,1,-1,-1,,360,31.13.90.6,value
170,har_a3,2019-12-13T19:00:10.786+02:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=NotificationList.react%2CNotificationJewelList.react%2CNotificationAsyncWrapper%2CNotificationStore%2CNotificationJewelController&__user=100044446269082&__a=1&__dyn=7AgNe-4am2d2u6Xolg9odoKEW74jFwxwWzob4q2i5U4e1Fx-EK6UnG327HzEeUG15zobohwmUkz8bo6u4E9ohwoU8U5SEd87Cum0KpEtxy5Urwr8doK7UaU6W78-q0I8hwIXwAwlU-cByo8U5i1awCwgEcHAy8424UG5E4ucxy6o98e8lzEmgK7o884y0YobGwCxe1TwQzUuxy5po3cw&__csr=&__req=4&__beoa=0&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001540368&__s=gih0c4%3Ayqoq3a%3Ao7n9mf&__hsi=6769969698804260760-0&fb_dtsg_ag=AQxQaNsykcH_ABJRqxG8EV13FDimYGmS0_I_B4HUsX-8ZQ%3AAQz0jjilC8yDBUzfqMBk1DRKFdtlf7_GtIcien-cfTd4tg&jazoest=27943&__spin_r=1001540368&__spin_b=trunk&__spin_t=1576256402,HTTP/1.1,1379,0,,200,OK,HTTP/1.1,0,text/javascript; charset=utf-8,,,1191,6376,,,,-1,-1,0,133,1,-1,-1,,135,31.13.90.36,value
171,har_a3,2019-12-13T19:00:10.790+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yu/l/0,cross/1CxddHGq07C.css?_nc_x=e6UK2kDhpa3",HTTP/1.1,464,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,611,903,,,,-1,-1,0,343,5,-1,-1,,349,31.13.90.6,value
172,har_a3,2019-12-13T19:00:10.816+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/ys/l/0,cross/JVkugpoEBmY.css?_nc_x=e6UK2kDhpa3",HTTP/1.1,464,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,612,8760,,,,-1,-1,0,365,67,-1,-1,,432,31.13.90.6,value
173,har_a3,2019-12-13T19:00:10.859+02:00,POST,https://www.facebook.com/ajax/bz,HTTP/1.1,778,888,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1341,0,,,,-1,-1,0,124,0,-1,-1,,125,31.13.90.36,
174,har_a3,2019-12-13T19:00:10.865+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yk/l/0,cross/dd8t0hjhhkZ.css?_nc_x=e6UK2kDhpa3",HTTP/1.1,464,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,612,7620,,,,-1,-1,0,480,47,-1,-1,,528,31.13.90.6,value
175,har_a3,2019-12-13T19:00:10.899+02:00,GET,https://www.facebook.com/sem_campaigns/sem_pixel_test/?google_pixel_category=1&google_pixel_src=https%3A%2F%2Fgoogleads.g.doubleclick.net%2Fpagead%2Fviewthroughconversion%2F995153884%2F%3Fvalue%3D1.00%26currency_code%3DUSD%26label%3DOfKoCPXz2VwQ3K_D2gM%26guid%3DON%26script%3D0&encoded_one=AQQ4xotxzN4Ep9Gl4P52S6cjb8T1FW94YsnF9IIIcS-PvA5ZCnuztQdbkG5sy-teCKMt2PLr2t4A2iEbDc0Wd3Ne&encoded_two=AQTSb0TPRgLHzb-hCytAnD-EVWKuABsgJJG63qvP-_QR--x4cKO-OvyThVSH6oWMKf9cm0Yzh5O_8o9wKcqCSHn0,HTTP/1.1,1306,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1214,16,,,,-1,-1,0,235,0,-1,-1,,235,31.13.90.36,value
176,har_a3,2019-12-13T19:00:11.127+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iMs_4/yd/l/en_US/qDX8YSu7ZbF.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,451,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,629,11934,,,,-1,-1,0,404,73,-1,-1,,478,31.13.90.6,value
177,har_a3,2019-12-13T19:00:11.142+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3itTO4/yV/l/en_US/H7OgAXwG1Hu.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,451,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,9201,,,,-1,-1,0,462,57,-1,-1,,520,31.13.90.6,value
178,har_a3,2019-12-13T19:00:11.250+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yO/r/3QHSoZZ249a.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,440,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,8123,,,,-1,-1,0,508,71,-1,-1,,580,31.13.90.6,value
179,har_a3,2019-12-13T19:00:11.385+02:00,GET,https://googleads.g.doubleclick.net/pagead/viewthroughconversion/995153884/?value=1.00&currency_code=USD&label=OfKoCPXz2VwQ3K_D2gM&guid=ON&script=0,HTTP/1.1,662,0,,302,Found,HTTP/1.1,0,image/gif,,https://www.google.com/pagead/1p-user-list/995153884/?value=1.00&currency_code=USD&label=OfKoCPXz2VwQ3K_D2gM&guid=ON&script=0&is_vtc=1&random=2046408941,1256,42,,,,30,545,0,100,0,0,516,,677,172.217.18.162,value
180,har_a3,2019-12-13T19:00:11.395+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yU/r/6JEuM6PHl3u.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,440,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,629,12963,,,,-1,-1,0,435,73,-1,-1,,509,31.13.90.6,value
181,har_a3,2019-12-13T19:00:11.435+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/ya/r/tGg1WsLg8V5.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,440,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,629,10501,,,,-1,-1,0,501,63,-1,-1,,565,31.13.90.6,value
182,har_a3,2019-12-13T19:00:11.483+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yN/r/aDP25sQpvGS.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,440,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,629,16004,,,,-1,-1,0,548,89,-1,-1,,638,31.13.90.6,value
183,har_a3,2019-12-13T19:00:11.488+02:00,GET,https://www.google.com/pagead/1p-user-list/995153884/?value=1.00&currency_code=USD&label=OfKoCPXz2VwQ3K_D2gM&guid=ON&script=0&is_vtc=1&random=2046408941,HTTP/1.1,667,0,,302,Found,HTTP/1.1,0,image/gif,,https://www.google.co.il/pagead/1p-user-list/995153884/?value=1.00&currency_code=USD&label=OfKoCPXz2VwQ3K_D2gM&guid=ON&script=0&is_vtc=1&random=2046408941&ipr=y,839,42,,,,-1,-1,0,95,0,-1,-1,,95,216.58.206.4,value
184,har_a3,2019-12-13T19:00:11.609+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yy/r/5bb_sdkg9yj.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,440,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,2586,,,,-1,-1,0,523,18,-1,-1,,541,31.13.90.6,value
185,har_a3,2019-12-13T19:00:11.666+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y7/r/svFKQXueTby.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,440,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,2406,,,,-1,-1,0,563,36,-1,-1,,600,31.13.90.6,value
186,har_a3,2019-12-13T19:00:11.838+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iqES4/yZ/l/en_US/sPURVlDOSFS.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,451,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,9980,,,,-1,-1,0,439,61,-1,-1,,502,31.13.90.6,value
187,har_a3,2019-12-13T19:00:11.909+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yb/l/0,cross/WBGOhUMrKRM.css?_nc_x=e6UK2kDhpa3",HTTP/1.1,464,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,612,8187,,,,-1,-1,0,468,49,-1,-1,,517,31.13.90.6,value
188,har_a3,2019-12-13T19:00:12.002+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/y-/l/0,cross/2FP9VC43Oy8.css?_nc_x=e6UK2kDhpa3",HTTP/1.1,464,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,612,1862,,,,-1,-1,0,453,7,-1,-1,,461,31.13.90.6,value
189,har_a3,2019-12-13T19:00:12.123+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/y0/l/0,cross/thYdXccAK8i.css?_nc_x=e6UK2kDhpa3",HTTP/1.1,464,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,612,5401,,,,-1,-1,0,404,45,-1,-1,,449,31.13.90.6,value
190,har_a3,2019-12-13T19:00:12.152+02:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yK/l/0,cross/lV72ZaeQp1B.css?_nc_x=e6UK2kDhpa3",HTTP/1.1,464,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,613,12289,,,,-1,-1,0,428,76,-1,-1,,505,31.13.90.6,value
191,har_a3,2019-12-13T19:00:12.268+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yE/r/1WstuO0PYnw.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,440,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,5745,,,,-1,-1,0,401,38,-1,-1,,439,31.13.90.6,value
192,har_a3,2019-12-13T19:00:12.281+02:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=MercuryJewel%2CMercuryThreadInformer%2CMessengerState.bs%2CMessengerGraphQLThreadlistFetcher.bs%2CMercuryServerRequests%2CMercuryJewelUnreadCount.bs&__user=100044446269082&__a=1&__dyn=7AgNe-4am2d2u6Xolg9odoKEW74jFwxwWzob4q2i5U4e1Fx-EK6UnG327HzEeUG15zobohwmUkz8bo6u4E9ohwoU8U5SEd87Cum0KpEtxy5Urwr8doK7UaU6W78-Wwb24obeU985ufz9oC2e1kwiE9E4a3aV8y10xeaxq17z8oxC2i3yeCzEmgK7o884y0YobGwCxe1TwQzUuxy5po3cw&__csr=&__req=6&__beoa=0&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001540368&__s=gih0c4%3Ayqoq3a%3Ao7n9mf&__hsi=6769969698804260760-0&fb_dtsg_ag=AQxQaNsykcH_ABJRqxG8EV13FDimYGmS0_I_B4HUsX-8ZQ%3AAQz0jjilC8yDBUzfqMBk1DRKFdtlf7_GtIcien-cfTd4tg&jazoest=27943&__spin_r=1001540368&__spin_b=trunk&__spin_t=1576256402,HTTP/1.1,1399,0,,200,OK,HTTP/1.1,0,text/javascript; charset=utf-8,,,1191,21692,,,,-1,-1,0,156,16,-1,-1,,173,31.13.90.36,value
193,har_a3,2019-12-13T19:00:12.291+02:00,GET,https://www.google.co.il/pagead/1p-user-list/995153884/?value=1.00&currency_code=USD&label=OfKoCPXz2VwQ3K_D2gM&guid=ON&script=0&is_vtc=1&random=2046408941&ipr=y,HTTP/1.1,675,0,,200,OK,HTTP/1.1,0,image/gif,,,664,42,,,,29,673,0,104,0,0,645,,807,216.58.207.67,value
194,har_a3,2019-12-13T19:00:12.342+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y8/r/2VB0VDfSp1N.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,440,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,627,659,,,,-1,-1,0,382,0,-1,-1,,382,31.13.90.6,value
195,har_a3,2019-12-13T19:00:12.431+02:00,GET,https://edge-chat.facebook.com/chat?region=lla&sid=2492612042817535,HTTP/1.1,822,0,,400,Bad Request,HTTP/1.1,0,,,,119,0,,,,29,381,0,141,0,0,363,,553,31.13.90.2,value
196,har_a3,2019-12-13T19:00:12.432+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yx/r/oTuNwZ7LbL2.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,440,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,8384,,,,-1,-1,0,292,43,-1,-1,,336,31.13.90.6,value
197,har_a3,2019-12-13T19:00:12.464+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yM/r/E9Mk8QCCThk.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,440,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,4254,,,,-1,-1,0,306,28,-1,-1,,334,31.13.90.6,value
198,har_a3,2019-12-13T19:00:12.581+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ilJu4/y7/l/en_US/f2PJFPI1odj.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,451,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,629,98379,,,,-1,-1,1,220,883,-1,-1,,1104,31.13.90.6,value
199,har_a3,2019-12-13T19:00:12.664+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y6/r/154pwGTQIGg.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,440,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,7812,,,,-1,-1,2,272,45,-1,-1,,320,31.13.90.6,value
200,har_a3,2019-12-13T19:00:12.709+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yk/r/-It2jJrHe_h.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,440,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,6320,,,,-1,-1,0,311,57,-1,-1,,369,31.13.90.6,value
201,har_a3,2019-12-13T19:00:12.728+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yp/r/OajOjzwghiB.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,440,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,7652,,,,-1,-1,0,257,69,-1,-1,,327,31.13.90.6,value
202,har_a3,2019-12-13T19:00:12.770+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yW/r/dLNDW4H72f3.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,440,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,2030,,,,-1,-1,0,391,8,-1,-1,,400,31.13.90.6,value
203,har_a3,2019-12-13T19:00:12.800+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yp/r/B0d-4NaEYJ8.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,440,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,1857,,,,-1,-1,0,414,10,-1,-1,,425,31.13.90.6,value
204,har_a3,2019-12-13T19:00:12.986+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yS/r/xXtD0O_dIZZ.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,440,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,4424,,,,-1,-1,0,441,2,-1,-1,,444,31.13.90.6,value
205,har_a3,2019-12-13T19:00:13.058+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y6/r/gw0loljyrYp.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,440,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,9821,,,,-1,-1,0,418,57,-1,-1,,476,31.13.90.6,value
206,har_a3,2019-12-13T19:00:13.079+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i1MJ4/yw/l/en_US/FOI83LfArCc.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,451,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,628,7444,,,,-1,-1,0,455,47,-1,-1,,503,31.13.90.6,value
207,har_a3,2019-12-13T19:00:13.149+02:00,POST,https://www.facebook.com/sketch_results/,HTTP/1.1,787,1023,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,781,1490,,,,-1,-1,0,138,0,-1,-1,,138,31.13.90.36,
208,har_a3,2019-12-13T19:00:13.173+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iB494/yC/l/en_US/cJLAKKcn5J0.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,451,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,629,20741,,,,-1,-1,1,511,118,-1,-1,,630,31.13.90.6,value
209,har_a3,2019-12-13T19:00:13.229+02:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i70s4/y2/l/en_US/q_Y995I4Btz.js?_nc_x=e6UK2kDhpa3,HTTP/1.1,451,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,629,19411,,,,-1,-1,0,577,116,-1,-1,,695,31.13.90.6,value
